it	d12_2.5	d12_7.5	d12_12.5	d12_17.5	d12_22.5	d12_27.5	d12_32.5	d12_37.5	d12_42.5	d12_47.5	d12_52.5	d12_57.5	d12_62.5	d12_67.5	d21_2.5	d21_7.5	d21_12.5	d21_17.5	d21_22.5	d21_27.5	d21_32.5	d21_37.5	d21_42.5	d21_47.5	d21_52.5	d21_57.5	d21_62.5	d21_67.5	e1_2.5	e1_7.5	e1_12.5	e1_17.5	e1_22.5	e1_27.5	e1_32.5	e1_37.5	e1_42.5	e1_47.5	e1_52.5	e1_57.5	e1_62.5	e1_67.5	e2_2.5	e2_7.5	e2_12.5	e2_17.5	e2_22.5	e2_27.5	e2_32.5	e2_37.5	e2_42.5	e2_47.5	e2_52.5	e2_57.5	e2_62.5	e2_67.5
19100	0.07202050765523363	0.07202050765523363	0.07202050765523363	0.07202050765523363	0.07202050765523363	0.07202050765523363	0.03518548513957104	0.03518548513957104	0.03518548513957104	0.02799993232442221	0.02799993232442221	0.018577059194746524	0.018577059194746524	0.07306510285818103	0.11285863305640119	0.11285863305640119	0.11285863305640119	0.11285863305640119	0.11285863305640119	0.11285863305640119	0.0019198499205893903	0.0019198499205893903	0.0019198499205893903	0.05548448845927473	0.05548448845927473	0.21841104591882518	0.21841104591882518	0.042337163856725216	0.006730690660684669	0.006730690660684669	0.006730690660684669	0.006730690660684669	0.006730690660684669	0.006730690660684669	0.008267138712068793	0.008267138712068793	0.008267138712068793	0.02898187579994012	0.02898187579994012	0.032575247641153465	0.032575247641153465	0.03670431268662727	0.09596890428257347	0.09596890428257347	0.09596890428257347	0.09596890428257347	0.09596890428257347	0.09596890428257347	0.06310406892486466	0.06310406892486466	0.06310406892486466	0.009046084160186518	0.009046084160186518	0.025790242713580252	0.025790242713580252	0.004321096350740523
19200	0.07202050765523363	0.07202050765523363	0.07202050765523363	0.07202050765523363	0.07202050765523363	0.07202050765523363	0.06108954870124687	0.06108954870124687	0.06108954870124687	0.03477117598208279	0.03477117598208279	0.03540915713909471	0.03540915713909471	0.10189484461071201	0.0645403529124049	0.0645403529124049	0.0645403529124049	0.0645403529124049	0.0645403529124049	0.0645403529124049	0.0013017038382497357	0.0013017038382497357	0.0013017038382497357	0.0846017530091855	0.0846017530091855	0.16161761628565585	0.16161761628565585	0.04711461827255221	0.006730690660684669	0.006730690660684669	0.006730690660684669	0.006730690660684669	0.006730690660684669	0.006730690660684669	0.010784497918866175	0.010784497918866175	0.010784497918866175	0.02185207099419654	0.02185207099419654	0.023192701445133822	0.023192701445133822	0.018613315960503907	0.11867156096624874	0.11867156096624874	0.11867156096624874	0.11867156096624874	0.11867156096624874	0.11867156096624874	0.04262110755289604	0.04262110755289604	0.04262110755289604	0.019678518973681686	0.019678518973681686	0.019928183411601345	0.019928183411601345	0.008506573989123451
19300	0.07202050765523363	0.07202050765523363	0.07202050765523363	0.07202050765523363	0.07202050765523363	0.07202050765523363	0.04599082499629579	0.04599082499629579	0.04599082499629579	0.024937058962334953	0.024937058962334953	0.03350455714287249	0.03350455714287249	0.06426330180998956	0.05507047827266303	0.05507047827266303	0.05507047827266303	0.05507047827266303	0.05507047827266303	0.05507047827266303	0.0014528687366088921	0.0014528687366088921	0.0014528687366088921	0.08916098707320204	0.08916098707320204	0.10145096260001175	0.10145096260001175	0.06404694962392288	0.006730690660684669	0.006730690660684669	0.006730690660684669	0.006730690660684669	0.006730690660684669	0.006730690660684669	0.010784497918866175	0.010784497918866175	0.010784497918866175	0.027955342460195806	0.027955342460195806	0.017960390735482494	0.017960390735482494	0.023618703207892725	0.1283753709191101	0.1283753709191101	0.1283753709191101	0.1283753709191101	0.1283753709191101	0.1283753709191101	0.04262110755289604	0.04262110755289604	0.04262110755289604	0.011290890611015635	0.011290890611015635	0.01873221395858436	0.01873221395858436	0.005980016700324047
19400	0.07202050765523363	0.07202050765523363	0.07202050765523363	0.07202050765523363	0.07202050765523363	0.07202050765523363	0.047794463239259836	0.047794463239259836	0.047794463239259836	0.019071958448227257	0.019071958448227257	0.04235135778460428	0.04235135778460428	0.09839224250388041	0.08823957291783614	0.08823957291783614	0.08823957291783614	0.08823957291783614	0.08823957291783614	0.08823957291783614	0.0011463881430373406	0.0011463881430373406	0.0011463881430373406	0.08604946542968678	0.08604946542968678	0.10145096260001175	0.10145096260001175	0.041332383964611315	0.0044287136359986295	0.0044287136359986295	0.0044287136359986295	0.0044287136359986295	0.0044287136359986295	0.0044287136359986295	0.011181953258953253	0.011181953258953253	0.011181953258953253	0.027955342460195806	0.027955342460195806	0.024070098869332365	0.024070098869332365	0.02803059940481739	0.1283753709191101	0.1283753709191101	0.1283753709191101	0.1283753709191101	0.1283753709191101	0.1283753709191101	0.048299632595862715	0.048299632595862715	0.048299632595862715	0.017851258051598907	0.017851258051598907	0.01873221395858436	0.01873221395858436	0.007129879477778126
19500	0.05770846418478855	0.05770846418478855	0.05770846418478855	0.05770846418478855	0.05770846418478855	0.05770846418478855	0.05524152204987144	0.05524152204987144	0.05524152204987144	0.04029597291805751	0.04029597291805751	0.026844341725930674	0.026844341725930674	0.10384285212515604	0.13218015699731472	0.13218015699731472	0.13218015699731472	0.13218015699731472	0.13218015699731472	0.13218015699731472	0.002204093051685478	0.002204093051685478	0.002204093051685478	0.05377821448006633	0.05377821448006633	0.1943194566965809	0.1943194566965809	0.10163506572546896	0.0044287136359986295	0.0044287136359986295	0.0044287136359986295	0.0044287136359986295	0.0044287136359986295	0.0044287136359986295	0.009354623395607036	0.009354623395607036	0.009354623395607036	0.0212129705014322	0.0212129705014322	0.02196312988731474	0.02196312988731474	0.03617235022213324	0.10219523862263018	0.10219523862263018	0.10219523862263018	0.10219523862263018	0.10219523862263018	0.10219523862263018	0.048299632595862715	0.048299632595862715	0.048299632595862715	0.011551371385185008	0.011551371385185008	0.023088772029555702	0.023088772029555702	0.006129060574482866
19600	0.08109647360399931	0.08109647360399931	0.08109647360399931	0.08109647360399931	0.08109647360399931	0.08109647360399931	0.053339096095743846	0.053339096095743846	0.053339096095743846	0.034703551647185235	0.034703551647185235	0.01054163702309512	0.01054163702309512	0.06758444093530444	0.12225726282945677	0.12225726282945677	0.12225726282945677	0.12225726282945677	0.12225726282945677	0.12225726282945677	0.003264099258447385	0.003264099258447385	0.003264099258447385	0.0855486148813207	0.0855486148813207	0.1943194566965809	0.1943194566965809	0.07751253440076898	0.0036405140215041935	0.0036405140215041935	0.0036405140215041935	0.0036405140215041935	0.0036405140215041935	0.0036405140215041935	0.006324173624828405	0.006324173624828405	0.006324173624828405	0.022847503028685993	0.022847503028685993	0.019522801354495134	0.019522801354495134	0.0370637504163291	0.10219523862263018	0.10219523862263018	0.10219523862263018	0.10219523862263018	0.10219523862263018	0.10219523862263018	0.0500206232271102	0.0500206232271102	0.0500206232271102	0.01547124147043977	0.01547124147043977	0.014018598797881381	0.014018598797881381	0.009486525061609824
19700	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.053785642479474996	0.053785642479474996	0.053785642479474996	0.029246875525626662	0.029246875525626662	0.030505554683691007	0.030505554683691007	0.06626211599320583	0.12225726282945677	0.12225726282945677	0.12225726282945677	0.12225726282945677	0.12225726282945677	0.12225726282945677	0.00448529377550883	0.00448529377550883	0.00448529377550883	0.031548725143368025	0.031548725143368025	0.11697353379537902	0.11697353379537902	0.07751253440076898	0.004456610305416041	0.004456610305416041	0.004456610305416041	0.004456610305416041	0.004456610305416041	0.004456610305416041	0.010218101846553487	0.010218101846553487	0.010218101846553487	0.016882779146488388	0.016882779146488388	0.027708762117745617	0.027708762117745617	0.0230342681881601	0.10219523862263018	0.10219523862263018	0.10219523862263018	0.10219523862263018	0.10219523862263018	0.10219523862263018	0.060956676086641154	0.060956676086641154	0.060956676086641154	0.01712263517701196	0.01712263517701196	0.02098641955115489	0.02098641955115489	0.00787779131731366
19800	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.07500822784350096	0.07500822784350096	0.07500822784350096	0.029246875525626662	0.029246875525626662	0.030505554683691007	0.030505554683691007	0.08922110999341745	0.13957114256997685	0.13957114256997685	0.13957114256997685	0.13957114256997685	0.13957114256997685	0.13957114256997685	0.004367443482030638	0.004367443482030638	0.004367443482030638	0.029829335272879974	0.029829335272879974	0.1920961375655557	0.1920961375655557	0.08416957845108274	0.005775855123636935	0.005775855123636935	0.005775855123636935	0.005775855123636935	0.005775855123636935	0.005775855123636935	0.007436597705141204	0.007436597705141204	0.007436597705141204	0.018812783566573694	0.018812783566573694	0.02946169017136277	0.02946169017136277	0.03231601071159661	0.10693325693116086	0.10693325693116086	0.10693325693116086	0.10693325693116086	0.10693325693116086	0.10693325693116086	0.060956676086641154	0.060956676086641154	0.060956676086641154	0.015281873170389757	0.015281873170389757	0.02098641955115489	0.02098641955115489	0.00549352190137707
19900	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.07328357352325172	0.07328357352325172	0.07328357352325172	0.04949334682297372	0.04949334682297372	0.016199909688075425	0.016199909688075425	0.07671541312373706	0.3320079067273721	0.3320079067273721	0.3320079067273721	0.3320079067273721	0.3320079067273721	0.3320079067273721	0.016040330830405822	0.016040330830405822	0.016040330830405822	0.021037139420847867	0.021037139420847867	0.17828278119780874	0.17828278119780874	0.08257319200312836	0.003992984693830652	0.003992984693830652	0.003992984693830652	0.003992984693830652	0.003992984693830652	0.003992984693830652	0.009593483028717324	0.009593483028717324	0.009593483028717324	0.011290097003093066	0.011290097003093066	0.030853907588293265	0.030853907588293265	0.02082647662495331	0.13185472280202049	0.13185472280202049	0.13185472280202049	0.13185472280202049	0.13185472280202049	0.13185472280202049	0.060956676086641154	0.060956676086641154	0.060956676086641154	0.011372563575742777	0.011372563575742777	0.020460383146827438	0.020460383146827438	0.00549352190137707
20000	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.06479016596071711	0.06479016596071711	0.06479016596071711	0.03765935576076868	0.03765935576076868	0.018671417910352622	0.018671417910352622	0.0938045061021798	0.16206825965644917	0.16206825965644917	0.16206825965644917	0.16206825965644917	0.16206825965644917	0.16206825965644917	0.017615878935351815	0.017615878935351815	0.017615878935351815	0.018378649011993993	0.018378649011993993	0.14329450030589816	0.14329450030589816	0.06116918396805138	0.00551982437908984	0.00551982437908984	0.00551982437908984	0.00551982437908984	0.00551982437908984	0.00551982437908984	0.006609132165930736	0.006609132165930736	0.006609132165930736	0.011290097003093066	0.011290097003093066	0.021354270934758876	0.021354270934758876	0.021949157436609204	0.13185472280202049	0.13185472280202049	0.13185472280202049	0.13185472280202049	0.13185472280202049	0.13185472280202049	0.060956676086641154	0.060956676086641154	0.060956676086641154	0.013115511507740771	0.013115511507740771	0.020460383146827438	0.020460383146827438	0.010027519751408708
20100	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.07734434184021527	0.06479016596071711	0.06479016596071711	0.06479016596071711	0.026961771653486587	0.026961771653486587	0.030648247813205628	0.030648247813205628	0.0938045061021798	0.20620315229117095	0.20620315229117095	0.20620315229117095	0.20620315229117095	0.20620315229117095	0.20620315229117095	0.027586481629713753	0.027586481629713753	0.027586481629713753	0.016654195357651187	0.016654195357651187	0.09787746636656214	0.09787746636656214	0.08004859311087166	0.006311102025279124	0.006311102025279124	0.006311102025279124	0.006311102025279124	0.006311102025279124	0.006311102025279124	0.008919238377944316	0.008919238377944316	0.008919238377944316	0.01133135477526876	0.01133135477526876	0.01413477360736937	0.01413477360736937	0.023133465536013084	0.13185472280202049	0.13185472280202049	0.13185472280202049	0.13185472280202049	0.13185472280202049	0.13185472280202049	0.07299731861539574	0.07299731861539574	0.07299731861539574	0.013115511507740771	0.013115511507740771	0.03174778066070525	0.03174778066070525	0.008657160647986077
20200	0.06218015121328608	0.06218015121328608	0.06218015121328608	0.06218015121328608	0.06218015121328608	0.06218015121328608	0.04645138482889098	0.04645138482889098	0.04645138482889098	0.04233663965262265	0.04233663965262265	0.023632762479661094	0.023632762479661094	0.1443280149987125	0.15117322379786677	0.15117322379786677	0.15117322379786677	0.15117322379786677	0.15117322379786677	0.15117322379786677	0.027586481629713753	0.027586481629713753	0.027586481629713753	0.025542416256719193	0.025542416256719193	0.09717419685853365	0.09717419685853365	0.07150442642978906	0.0052783386674822436	0.0052783386674822436	0.0052783386674822436	0.0052783386674822436	0.0052783386674822436	0.0052783386674822436	0.00677789075169586	0.00677789075169586	0.00677789075169586	0.009649831314664863	0.009649831314664863	0.01413477360736937	0.01413477360736937	0.021498902938768924	0.1337468955966958	0.1337468955966958	0.1337468955966958	0.1337468955966958	0.1337468955966958	0.1337468955966958	0.037777231540284645	0.037777231540284645	0.037777231540284645	0.012592048654430706	0.012592048654430706	0.03174778066070525	0.03174778066070525	0.013787220656394312
20300	0.0798633671216196	0.0798633671216196	0.0798633671216196	0.0798633671216196	0.0798633671216196	0.0798633671216196	0.04976873684062309	0.04976873684062309	0.04976873684062309	0.04030153454567193	0.04030153454567193	0.021399797153634385	0.021399797153634385	0.07988793939621384	0.18510001299717635	0.18510001299717635	0.18510001299717635	0.18510001299717635	0.18510001299717635	0.18510001299717635	0.027586481629713753	0.027586481629713753	0.027586481629713753	0.10476140781598452	0.10476140781598452	0.09717419685853365	0.09717419685853365	0.1085225661070085	0.0052783386674822436	0.0052783386674822436	0.0052783386674822436	0.0052783386674822436	0.0052783386674822436	0.0052783386674822436	0.009182521268850365	0.009182521268850365	0.009182521268850365	0.019292881955902556	0.019292881955902556	0.02724993266357954	0.02724993266357954	0.039293969568816006	0.16705326989111038	0.16705326989111038	0.16705326989111038	0.16705326989111038	0.16705326989111038	0.16705326989111038	0.03459554313327216	0.03459554313327216	0.03459554313327216	0.012919059846282787	0.012919059846282787	0.019546472481754836	0.019546472481754836	0.009353685062799122
20400	0.07701612175120919	0.07701612175120919	0.07701612175120919	0.07701612175120919	0.07701612175120919	0.07701612175120919	0.048729772343360574	0.048729772343360574	0.048729772343360574	0.04030153454567193	0.04030153454567193	0.03441234373989756	0.03441234373989756	0.06544567961297626	0.15271320499333257	0.15271320499333257	0.15271320499333257	0.15271320499333257	0.15271320499333257	0.15271320499333257	0.043320617553732836	0.043320617553732836	0.043320617553732836	0.06916076978777361	0.06916076978777361	0.1059365891359108	0.1059365891359108	0.12995804877907743	0.003552042033359881	0.003552042033359881	0.003552042033359881	0.003552042033359881	0.003552042033359881	0.003552042033359881	0.009182521268850365	0.009182521268850365	0.009182521268850365	0.025520075973049887	0.025520075973049887	0.02724993266357954	0.02724993266357954	0.0317108730299397	0.11062979771414755	0.11062979771414755	0.11062979771414755	0.11062979771414755	0.11062979771414755	0.11062979771414755	0.032435366500200846	0.032435366500200846	0.032435366500200846	0.018298887758758934	0.018298887758758934	0.027526600543181786	0.027526600543181786	0.011069276602820928
20500	0.07078911971753314	0.07078911971753314	0.07078911971753314	0.07078911971753314	0.07078911971753314	0.07078911971753314	0.05630951341791922	0.05630951341791922	0.05630951341791922	0.019193460356278762	0.019193460356278762	0.021343193853598435	0.021343193853598435	0.11398258685947397	0.15882119704083883	0.15882119704083883	0.15882119704083883	0.15882119704083883	0.15882119704083883	0.15882119704083883	0.06336269097067558	0.06336269097067558	0.06336269097067558	0.06574934742906918	0.06574934742906918	0.20501044117825928	0.20501044117825928	0.04894676398498495	0.0025802435676212897	0.0025802435676212897	0.0025802435676212897	0.0025802435676212897	0.0025802435676212897	0.0025802435676212897	0.00813867658828371	0.00813867658828371	0.00813867658828371	0.025520075973049887	0.025520075973049887	0.025372997205348618	0.025372997205348618	0.032146430848802664	0.12984135191114748	0.12984135191114748	0.12984135191114748	0.12984135191114748	0.12984135191114748	0.12984135191114748	0.03362483414290882	0.03362483414290882	0.03362483414290882	0.018298887758758934	0.018298887758758934	0.027526600543181786	0.027526600543181786	0.004320012603306279
20600	0.06405352043859919	0.06405352043859919	0.06405352043859919	0.06405352043859919	0.06405352043859919	0.06405352043859919	0.0629513473494885	0.0629513473494885	0.0629513473494885	0.029986813436585602	0.029986813436585602	0.02136899501242815	0.02136899501242815	0.09455661800054738	0.09965761358893442	0.09965761358893442	0.09965761358893442	0.09965761358893442	0.09965761358893442	0.09965761358893442	0.06336269097067558	0.06336269097067558	0.06336269097067558	0.04943055881044855	0.04943055881044855	0.20501044117825928	0.20501044117825928	0.04448103249065815	0.0025802435676212897	0.0025802435676212897	0.0025802435676212897	0.0025802435676212897	0.0025802435676212897	0.0025802435676212897	0.00813867658828371	0.00813867658828371	0.00813867658828371	0.023697761527711914	0.023697761527711914	0.02915129459730276	0.02915129459730276	0.016156173350581223	0.13686436278771463	0.13686436278771463	0.13686436278771463	0.13686436278771463	0.13686436278771463	0.13686436278771463	0.05686903772374695	0.05686903772374695	0.05686903772374695	0.018298887758758934	0.018298887758758934	0.024641550221765743	0.024641550221765743	0.011076409856451986
20700	0.08992674696621675	0.08992674696621675	0.08992674696621675	0.08992674696621675	0.08992674696621675	0.08992674696621675	0.0629513473494885	0.0629513473494885	0.0629513473494885	0.050458418118036974	0.050458418118036974	0.01926901633533131	0.01926901633533131	0.1383680929911268	0.139410258482641	0.139410258482641	0.139410258482641	0.139410258482641	0.139410258482641	0.139410258482641	0.06336269097067558	0.06336269097067558	0.06336269097067558	0.046968439785814026	0.046968439785814026	0.13740825375865265	0.13740825375865265	0.10155311044462649	0.003916359690171775	0.003916359690171775	0.003916359690171775	0.003916359690171775	0.003916359690171775	0.003916359690171775	0.00869501453478003	0.00869501453478003	0.00869501453478003	0.023697761527711914	0.023697761527711914	0.01988267756183846	0.01988267756183846	0.04686324272211238	0.13686436278771463	0.13686436278771463	0.13686436278771463	0.13686436278771463	0.13686436278771463	0.13686436278771463	0.05686903772374695	0.05686903772374695	0.05686903772374695	0.01686359277402626	0.01686359277402626	0.024641550221765743	0.024641550221765743	0.012091080067023977
20800	0.07935676726425152	0.07935676726425152	0.07935676726425152	0.07935676726425152	0.07935676726425152	0.07935676726425152	0.0629513473494885	0.0629513473494885	0.0629513473494885	0.048730193157381134	0.048730193157381134	0.01581444239327627	0.01581444239327627	0.1383680929911268	0.19805948589855538	0.19805948589855538	0.19805948589855538	0.19805948589855538	0.19805948589855538	0.19805948589855538	0.05850602965667724	0.05850602965667724	0.05850602965667724	0.046968439785814026	0.046968439785814026	0.16901059669489535	0.16901059669489535	0.07106141805622779	0.005891615161883097	0.005891615161883097	0.005891615161883097	0.005891615161883097	0.005891615161883097	0.005891615161883097	0.0070386335322325	0.0070386335322325	0.0070386335322325	0.01649485163473191	0.01649485163473191	0.01988267756183846	0.01988267756183846	0.048846816402042366	0.14370833674850253	0.14370833674850253	0.14370833674850253	0.14370833674850253	0.14370833674850253	0.14370833674850253	0.05285763221835333	0.05285763221835333	0.05285763221835333	0.019487100026228003	0.019487100026228003	0.02187313456642989	0.02187313456642989	0.006908758573508117
20900	0.0740450594379313	0.0740450594379313	0.0740450594379313	0.0740450594379313	0.0740450594379313	0.0740450594379313	0.05750764288816711	0.05750764288816711	0.05750764288816711	0.04154757072554479	0.04154757072554479	0.019749283368582646	0.019749283368582646	0.11169334786943545	0.11196909860219662	0.11196909860219662	0.11196909860219662	0.11196909860219662	0.11196909860219662	0.11196909860219662	0.0208919800333824	0.0208919800333824	0.0208919800333824	0.059655079367358935	0.059655079367358935	0.22612784263907354	0.22612784263907354	0.05550471517863273	0.004460306184057017	0.004460306184057017	0.004460306184057017	0.004460306184057017	0.004460306184057017	0.004460306184057017	0.005720366515949313	0.005720366515949313	0.005720366515949313	0.016652050048202086	0.016652050048202086	0.02349429226038705	0.02349429226038705	0.0331985181506356	0.11850002781136776	0.11850002781136776	0.11850002781136776	0.11850002781136776	0.11850002781136776	0.11850002781136776	0.05285763221835333	0.05285763221835333	0.05285763221835333	0.01406652778893843	0.01406652778893843	0.02187313456642989	0.02187313456642989	0.006445705885456303
21000	0.0740450594379313	0.0740450594379313	0.0740450594379313	0.0740450594379313	0.0740450594379313	0.0740450594379313	0.05308552523333324	0.05308552523333324	0.05308552523333324	0.04154757072554479	0.04154757072554479	0.03319129859997831	0.03319129859997831	0.08195164993374834	0.1145660818602514	0.1145660818602514	0.1145660818602514	0.1145660818602514	0.1145660818602514	0.1145660818602514	0.025724473407143168	0.025724473407143168	0.025724473407143168	0.07614472143440473	0.07614472143440473	0.1086748170882248	0.1086748170882248	0.17837684322004146	0.004128169263941616	0.004128169263941616	0.004128169263941616	0.004128169263941616	0.004128169263941616	0.004128169263941616	0.016076316642451936	0.016076316642451936	0.016076316642451936	0.03154645216661141	0.03154645216661141	0.026211341056207305	0.026211341056207305	0.050238707800758245	0.11132624023916642	0.11132624023916642	0.11132624023916642	0.11132624023916642	0.11132624023916642	0.11132624023916642	0.05274202435841885	0.05274202435841885	0.05274202435841885	0.01196476614510196	0.01196476614510196	0.021592111217461508	0.021592111217461508	0.0047934456846463625
21100	0.07202921747903018	0.07202921747903018	0.07202921747903018	0.07202921747903018	0.07202921747903018	0.07202921747903018	0.05308552523333324	0.05308552523333324	0.05308552523333324	0.03239147797232141	0.03239147797232141	0.04020457244784733	0.04020457244784733	0.09102432430634641	0.06118992402164112	0.06118992402164112	0.06118992402164112	0.06118992402164112	0.06118992402164112	0.06118992402164112	0.03839490242698366	0.03839490242698366	0.03839490242698366	0.10014044378318383	0.10014044378318383	0.16306178875924046	0.16306178875924046	0.17028694028503735	0.002727200054721773	0.002727200054721773	0.002727200054721773	0.002727200054721773	0.002727200054721773	0.002727200054721773	0.012135111815335312	0.012135111815335312	0.012135111815335312	0.027104394292041777	0.027104394292041777	0.026211341056207305	0.026211341056207305	0.033944582666517335	0.11132624023916642	0.11132624023916642	0.11132624023916642	0.11132624023916642	0.11132624023916642	0.11132624023916642	0.05274202435841885	0.05274202435841885	0.05274202435841885	0.014001677838110717	0.014001677838110717	0.021839258992823476	0.021839258992823476	0.008748461300665597
21200	0.07202921747903018	0.07202921747903018	0.07202921747903018	0.07202921747903018	0.07202921747903018	0.07202921747903018	0.059911671617901015	0.059911671617901015	0.059911671617901015	0.03296111670566672	0.03296111670566672	0.03142394871646968	0.03142394871646968	0.0875637327898718	0.1459724767862122	0.1459724767862122	0.1459724767862122	0.1459724767862122	0.1459724767862122	0.1459724767862122	0.03576746390252448	0.03576746390252448	0.03576746390252448	0.04074314250521191	0.04074314250521191	0.18638781914963246	0.18638781914963246	0.11390436461445547	0.0036042685032538773	0.0036042685032538773	0.0036042685032538773	0.0036042685032538773	0.0036042685032538773	0.0036042685032538773	0.006923918770336262	0.006923918770336262	0.006923918770336262	0.017162835971107408	0.017162835971107408	0.02393795824434133	0.02393795824434133	0.06523968538975776	0.12933167662750966	0.12933167662750966	0.12933167662750966	0.12933167662750966	0.12933167662750966	0.12933167662750966	0.055311152226049355	0.055311152226049355	0.055311152226049355	0.014932230898035838	0.014932230898035838	0.026795910317612432	0.026795910317612432	0.011823901781679868
21300	0.07202921747903018	0.07202921747903018	0.07202921747903018	0.07202921747903018	0.07202921747903018	0.07202921747903018	0.059911671617901015	0.059911671617901015	0.059911671617901015	0.020055562999653956	0.020055562999653956	0.024305671446328846	0.024305671446328846	0.04348176786179783	0.11248072338091593	0.11248072338091593	0.11248072338091593	0.11248072338091593	0.11248072338091593	0.11248072338091593	0.022827531961715764	0.022827531961715764	0.022827531961715764	0.05479971274043659	0.05479971274043659	0.1752190514463434	0.1752190514463434	0.11390436461445547	0.0051232842101443556	0.0051232842101443556	0.0051232842101443556	0.0051232842101443556	0.0051232842101443556	0.0051232842101443556	0.005815316475498263	0.005815316475498263	0.005815316475498263	0.009251780286531149	0.009251780286531149	0.035551431396828606	0.035551431396828606	0.0645733527870169	0.12933167662750966	0.12933167662750966	0.12933167662750966	0.12933167662750966	0.12933167662750966	0.12933167662750966	0.038314726613683445	0.038314726613683445	0.038314726613683445	0.014385476641709	0.014385476641709	0.016931881667959895	0.016931881667959895	0.011951726921236775
21400	0.07028947642931485	0.07028947642931485	0.07028947642931485	0.07028947642931485	0.07028947642931485	0.07028947642931485	0.051316472774479	0.051316472774479	0.051316472774479	0.020055562999653956	0.020055562999653956	0.04005327344581937	0.04005327344581937	0.0858106015066185	0.24534802274893772	0.24534802274893772	0.24534802274893772	0.24534802274893772	0.24534802274893772	0.24534802274893772	0.009130945411497393	0.009130945411497393	0.009130945411497393	0.08677370142555803	0.08677370142555803	0.1523034037238638	0.1523034037238638	0.07440811758683388	0.0054979454604994135	0.0054979454604994135	0.0054979454604994135	0.0054979454604994135	0.0054979454604994135	0.0054979454604994135	0.004803008094357377	0.004803008094357377	0.004803008094357377	0.013918969111427322	0.013918969111427322	0.03209644522069859	0.03209644522069859	0.04340124318431682	0.12933167662750966	0.12933167662750966	0.12933167662750966	0.12933167662750966	0.12933167662750966	0.12933167662750966	0.038314726613683445	0.038314726613683445	0.038314726613683445	0.014385476641709	0.014385476641709	0.03106814285045673	0.03106814285045673	0.007281295501053422
21500	0.07028947642931485	0.07028947642931485	0.07028947642931485	0.07028947642931485	0.07028947642931485	0.07028947642931485	0.05815170893514637	0.05815170893514637	0.05815170893514637	0.059540377912418216	0.059540377912418216	0.027369296648326574	0.027369296648326574	0.10545478365918629	0.29097181873796274	0.29097181873796274	0.29097181873796274	0.29097181873796274	0.29097181873796274	0.29097181873796274	0.014125738949163524	0.014125738949163524	0.014125738949163524	0.05329153979683621	0.05329153979683621	0.1523034037238638	0.1523034037238638	0.06230132646531428	0.005046393394178166	0.005046393394178166	0.005046393394178166	0.005046393394178166	0.005046393394178166	0.005046393394178166	0.011033351986413652	0.011033351986413652	0.011033351986413652	0.02597280541557854	0.02597280541557854	0.01731394924688043	0.01731394924688043	0.04340124318431682	0.14369980437047886	0.14369980437047886	0.14369980437047886	0.14369980437047886	0.14369980437047886	0.14369980437047886	0.04095192807295114	0.04095192807295114	0.04095192807295114	0.010809638241851983	0.010809638241851983	0.03106814285045673	0.03106814285045673	0.010654225864247949
21600	0.07028947642931485	0.07028947642931485	0.07028947642931485	0.07028947642931485	0.07028947642931485	0.07028947642931485	0.05611805620154915	0.05611805620154915	0.05611805620154915	0.04955375019475983	0.04955375019475983	0.04144048600626206	0.04144048600626206	0.0671591376553898	0.0950483202882488	0.0950483202882488	0.0950483202882488	0.0950483202882488	0.0950483202882488	0.0950483202882488	0.007679851072843695	0.007679851072843695	0.007679851072843695	0.07337277011021545	0.07337277011021545	0.1523034037238638	0.1523034037238638	0.11501573409132602	0.0035722556402368413	0.0035722556402368413	0.0035722556402368413	0.0035722556402368413	0.0035722556402368413	0.0035722556402368413	0.0076932867764701336	0.0076932867764701336	0.0076932867764701336	0.028850853806253886	0.028850853806253886	0.023425497314221392	0.023425497314221392	0.05851287392126203	0.12239184540221874	0.12239184540221874	0.12239184540221874	0.12239184540221874	0.12239184540221874	0.12239184540221874	0.04307674511146684	0.04307674511146684	0.04307674511146684	0.015178405300185212	0.015178405300185212	0.019219415241174133	0.019219415241174133	0.010546607477754221
