it	d12_0.0	d12_0.0117	d12_2.588	d12_5.333	d12_11.62	d12_15.97	d12_23.03	d12_28.1	d12_33.9	d12_38.0	d12_41.3	d12_47.8	d12_56.0	d12_61.6	d12_66.0	d21_0.0	d21_0.0117	d21_2.588	d21_5.333	d21_11.62	d21_15.97	d21_23.03	d21_28.1	d21_33.9	d21_38.0	d21_41.3	d21_47.8	d21_56.0	d21_61.6	d21_66.0	e1_0.0	e1_0.0117	e1_2.588	e1_5.333	e1_11.62	e1_15.97	e1_23.03	e1_28.1	e1_33.9	e1_38.0	e1_41.3	e1_47.8	e1_56.0	e1_61.6	e1_66.0	e2_0.0	e2_0.0117	e2_2.588	e2_5.333	e2_11.62	e2_15.97	e2_23.03	e2_28.1	e2_33.9	e2_38.0	e2_41.3	e2_47.8	e2_56.0	e2_61.6	e2_66.0
1000	0.9975127990742602	0.9975127990742602	0.03924670285158698	0.03924670285158698	0.03924670285158698	0.03924670285158698	0.03924670285158698	0.03924670285158698	0.0007547926458926094	0.0007547926458926094	0.0007547926458926094	0.06711995566688278	0.030614827590758575	0.030614827590758575	0.07728324499364492	0.5492577291864519	0.5492577291864519	0.010022424776223856	0.010022424776223856	0.010022424776223856	0.010022424776223856	0.010022424776223856	0.010022424776223856	0.02095168163050319	0.02095168163050319	0.02095168163050319	0.003049837049297762	0.0059142301762653525	0.0059142301762653525	0.0873845791322606	0.0007331892294180934	0.0007331892294180934	0.020059730291142417	0.020059730291142417	0.020059730291142417	0.020059730291142417	0.020059730291142417	0.020059730291142417	0.017659355850812124	0.017659355850812124	0.017659355850812124	0.011719048805854603	0.0122683267314502	0.0122683267314502	0.028248779071228063	1.4779085668755458	1.4779085668755458	0.011516874262524904	0.011516874262524904	0.011516874262524904	0.011516874262524904	0.011516874262524904	0.011516874262524904	0.026841201668509014	0.026841201668509014	0.026841201668509014	0.0035279327011519517	0.001730311465499793	0.001730311465499793	0.004720664644126664
1100	1.1335111782156135	1.1335111782156135	0.039940314531583226	0.039940314531583226	0.039940314531583226	0.039940314531583226	0.039940314531583226	0.039940314531583226	0.0010201133255035694	0.0010201133255035694	0.0010201133255035694	0.1023634815235385	0.04899606926532087	0.04899606926532087	0.0699638645137794	0.5492577291864519	0.5492577291864519	0.010022424776223856	0.010022424776223856	0.010022424776223856	0.010022424776223856	0.010022424776223856	0.010022424776223856	0.020704763564103106	0.020704763564103106	0.020704763564103106	0.0014852606161592245	0.00561468693855806	0.00561468693855806	0.1056369969285807	0.0006946977197640647	0.0006946977197640647	0.020059730291142417	0.020059730291142417	0.020059730291142417	0.020059730291142417	0.020059730291142417	0.020059730291142417	0.016464590799920114	0.016464590799920114	0.016464590799920114	0.02256779059367056	0.00817220586869504	0.00817220586869504	0.015667545935560755	0.8364582053129277	0.8364582053129277	0.013790906816397544	0.013790906816397544	0.013790906816397544	0.013790906816397544	0.013790906816397544	0.013790906816397544	0.02835962917662331	0.02835962917662331	0.02835962917662331	0.006070233506308838	0.0029419894435532305	0.0029419894435532305	0.005125596698295728
1200	1.284148557628321	1.284148557628321	0.037573419078269485	0.037573419078269485	0.037573419078269485	0.037573419078269485	0.037573419078269485	0.037573419078269485	0.0027239365083349685	0.0027239365083349685	0.0027239365083349685	0.10194705788570406	0.035888711759956136	0.035888711759956136	0.16934901443029737	0.9439091971260583	0.9439091971260583	0.010136170105698226	0.010136170105698226	0.010136170105698226	0.010136170105698226	0.010136170105698226	0.010136170105698226	0.023984062409278722	0.023984062409278722	0.023984062409278722	0.0036849760888169884	0.011025539122013643	0.011025539122013643	0.1240902403975624	0.003701468039383423	0.003701468039383423	0.02182240731119273	0.02182240731119273	0.02182240731119273	0.02182240731119273	0.02182240731119273	0.02182240731119273	0.02145392616858434	0.02145392616858434	0.02145392616858434	0.011485917793486728	0.007808263725334904	0.007808263725334904	0.00908778028761226	0.5564065154428061	0.5564065154428061	0.013790906816397544	0.013790906816397544	0.013790906816397544	0.013790906816397544	0.013790906816397544	0.013790906816397544	0.02835962917662331	0.02835962917662331	0.02835962917662331	0.009564271824937923	0.0038514197308081514	0.0038514197308081514	0.0025341418707784313
1300	0.8305040069217299	0.8305040069217299	0.028819775064810482	0.028819775064810482	0.028819775064810482	0.028819775064810482	0.028819775064810482	0.028819775064810482	0.004767468950523511	0.004767468950523511	0.004767468950523511	0.10465407617405925	0.034476793803493194	0.034476793803493194	0.27187022215403334	1.2072430415065356	1.2072430415065356	0.007229654084531086	0.007229654084531086	0.007229654084531086	0.007229654084531086	0.007229654084531086	0.007229654084531086	0.023984062409278722	0.023984062409278722	0.023984062409278722	0.0035225349998071797	0.007729847845104595	0.007729847845104595	0.08542900848364415	0.0014922597348701755	0.0014922597348701755	0.023632682096073238	0.023632682096073238	0.023632682096073238	0.023632682096073238	0.023632682096073238	0.023632682096073238	0.026843735263245475	0.026843735263245475	0.026843735263245475	0.014537452756918132	0.007156351153105655	0.007156351153105655	0.014949532780446114	0.6972355847079122	0.6972355847079122	0.009374171508067753	0.009374171508067753	0.009374171508067753	0.009374171508067753	0.009374171508067753	0.009374171508067753	0.02835962917662331	0.02835962917662331	0.02835962917662331	0.0053551374072640795	0.002956985350981402	0.002956985350981402	0.008724643846333575
1400	0.23919377689790464	0.23919377689790464	0.03783376729000325	0.03783376729000325	0.03783376729000325	0.03783376729000325	0.03783376729000325	0.03783376729000325	0.00548482090464883	0.00548482090464883	0.00548482090464883	0.07697564427748856	0.031915296072086	0.031915296072086	0.19295571201477502	0.8714425231480541	0.8714425231480541	0.006222046760237447	0.006222046760237447	0.006222046760237447	0.006222046760237447	0.006222046760237447	0.006222046760237447	0.023984062409278722	0.023984062409278722	0.023984062409278722	0.006357999418950205	0.007729847845104595	0.007729847845104595	0.023934012456825696	0.0013208865355963122	0.0013208865355963122	0.02008056001643926	0.02008056001643926	0.02008056001643926	0.02008056001643926	0.02008056001643926	0.02008056001643926	0.02371917906721006	0.02371917906721006	0.02371917906721006	0.02271604376485864	0.010075415526743323	0.010075415526743323	0.007399251561142383	1.0306022310094767	1.0306022310094767	0.012845963396669494	0.012845963396669494	0.012845963396669494	0.012845963396669494	0.012845963396669494	0.012845963396669494	0.02835962917662331	0.02835962917662331	0.02835962917662331	0.009442605077465395	0.00218705173342372	0.00218705173342372	0.003809586278357376
1500	0.46569360168519425	0.46569360168519425	0.04252605319533014	0.04252605319533014	0.04252605319533014	0.04252605319533014	0.04252605319533014	0.04252605319533014	0.002860076062049159	0.002860076062049159	0.002860076062049159	0.09345652592685436	0.0431548226172011	0.0431548226172011	0.18641454655897186	0.652051806917597	0.652051806917597	0.006222046760237447	0.006222046760237447	0.006222046760237447	0.006222046760237447	0.006222046760237447	0.006222046760237447	0.01842528865324248	0.01842528865324248	0.01842528865324248	0.00851710296902585	0.0059563677094702115	0.0059563677094702115	0.031008077323482944	0.0010567085863591595	0.0010567085863591595	0.02008056001643926	0.02008056001643926	0.02008056001643926	0.02008056001643926	0.02008056001643926	0.02008056001643926	0.018878297709006682	0.018878297709006682	0.018878297709006682	0.01449114501518528	0.009990991836650726	0.009990991836650726	0.0017855078497564327	0.47505142407259254	0.47505142407259254	0.013010787663070338	0.013010787663070338	0.013010787663070338	0.013010787663070338	0.013010787663070338	0.013010787663070338	0.021242562922382902	0.021242562922382902	0.021242562922382902	0.007227639404488354	0.002266919436962753	0.002266919436962753	0.003611242757052176
1600	0.37798959314475206	0.37798959314475206	0.04252605319533014	0.04252605319533014	0.04252605319533014	0.04252605319533014	0.04252605319533014	0.04252605319533014	0.003663278052170896	0.003663278052170896	0.003663278052170896	0.07850902181688332	0.034591948621763485	0.034591948621763485	0.21344284151173337	0.4716827169489707	0.4716827169489707	0.007428191674347036	0.007428191674347036	0.007428191674347036	0.007428191674347036	0.007428191674347036	0.007428191674347036	0.01842528865324248	0.01842528865324248	0.01842528865324248	0.00811962009920444	0.014754581850576773	0.014754581850576773	0.02236015978861171	0.00047205335597314745	0.00047205335597314745	0.018010364445539006	0.018010364445539006	0.018010364445539006	0.018010364445539006	0.018010364445539006	0.018010364445539006	0.019678878156325873	0.019678878156325873	0.019678878156325873	0.02135617705110524	0.009951766386301814	0.009951766386301814	0.004868563915370442	0.2341014824800683	0.2341014824800683	0.013010787663070338	0.013010787663070338	0.013010787663070338	0.013010787663070338	0.013010787663070338	0.013010787663070338	0.028110884523797796	0.028110884523797796	0.028110884523797796	0.005863334211141723	0.0033736628184809782	0.0033736628184809782	0.002603687396228544
1700	0.5633292473841153	0.5633292473841153	0.03307123910687281	0.03307123910687281	0.03307123910687281	0.03307123910687281	0.03307123910687281	0.03307123910687281	0.007052966121797917	0.007052966121797917	0.007052966121797917	0.1271284200036912	0.041695209037869836	0.041695209037869836	0.21386792969822951	1.5357319440495634	1.5357319440495634	0.007623746568105594	0.007623746568105594	0.007623746568105594	0.007623746568105594	0.007623746568105594	0.007623746568105594	0.021727487319283787	0.021727487319283787	0.021727487319283787	0.010165494542867007	0.004835990017829047	0.004835990017829047	0.039819828381640346	0.000391463934773064	0.000391463934773064	0.019219490999118877	0.019219490999118877	0.019219490999118877	0.019219490999118877	0.019219490999118877	0.019219490999118877	0.016494690927035822	0.016494690927035822	0.016494690927035822	0.025183237378927293	0.013897772418004611	0.013897772418004611	0.004715688277695551	0.1596405210249909	0.1596405210249909	0.00787877557076724	0.00787877557076724	0.00787877557076724	0.00787877557076724	0.00787877557076724	0.00787877557076724	0.028110884523797796	0.028110884523797796	0.028110884523797796	0.005565330845898254	0.003499732581881082	0.003499732581881082	0.0048744999422393135
1800	0.4234609284478338	0.4234609284478338	0.03784296137093685	0.03784296137093685	0.03784296137093685	0.03784296137093685	0.03784296137093685	0.03784296137093685	0.007052966121797917	0.007052966121797917	0.007052966121797917	0.12719090013711998	0.04753556637693172	0.04753556637693172	0.3060668710970741	2.184720519945357	2.184720519945357	0.010491167072353473	0.010491167072353473	0.010491167072353473	0.010491167072353473	0.010491167072353473	0.010491167072353473	0.016796160262124982	0.016796160262124982	0.016796160262124982	0.004918860619340023	0.0024193773238702027	0.0024193773238702027	0.10562166035877901	0.00037822597053607354	0.00037822597053607354	0.025506620759070273	0.025506620759070273	0.025506620759070273	0.025506620759070273	0.025506620759070273	0.025506620759070273	0.020765092785249045	0.020765092785249045	0.020765092785249045	0.01978267662184541	0.011414844190665512	0.011414844190665512	0.02202021890746826	0.07546076616714562	0.07546076616714562	0.014293634022956732	0.014293634022956732	0.014293634022956732	0.014293634022956732	0.014293634022956732	0.014293634022956732	0.028138525549050594	0.028138525549050594	0.028138525549050594	0.005565330845898254	0.003203214491014181	0.003203214491014181	0.006098954601753233
1900	0.5219188118431294	0.5219188118431294	0.041059362255933644	0.041059362255933644	0.041059362255933644	0.041059362255933644	0.041059362255933644	0.041059362255933644	0.011271379492613419	0.011271379492613419	0.011271379492613419	0.09235084697788641	0.03642263657286629	0.03642263657286629	0.4244773760330944	1.26514121157371	1.26514121157371	0.006036491216976668	0.006036491216976668	0.006036491216976668	0.006036491216976668	0.006036491216976668	0.006036491216976668	0.018874063522687713	0.018874063522687713	0.018874063522687713	0.003848303154072283	0.003096830285265057	0.003096830285265057	0.06666016113327912	0.00045338590191741884	0.00045338590191741884	0.020020884513843387	0.020020884513843387	0.020020884513843387	0.020020884513843387	0.020020884513843387	0.020020884513843387	0.01431068533441968	0.01431068533441968	0.01431068533441968	0.013513329968997203	0.007647560938031628	0.007647560938031628	0.006104364872678715	0.10013663109715545	0.10013663109715545	0.012866017661525947	0.012866017661525947	0.012866017661525947	0.012866017661525947	0.012866017661525947	0.012866017661525947	0.02505711123528054	0.02505711123528054	0.02505711123528054	0.005476753279067901	0.005776391204039196	0.005776391204039196	0.018422341598916345
2000	1.1834896516415145	1.1834896516415145	0.041059362255933644	0.041059362255933644	0.041059362255933644	0.041059362255933644	0.041059362255933644	0.041059362255933644	0.012522582464638728	0.012522582464638728	0.012522582464638728	0.0987949910875315	0.039902791369494484	0.039902791369494484	0.8266897356194031	1.6202934579813324	1.6202934579813324	0.008286352613870621	0.008286352613870621	0.008286352613870621	0.008286352613870621	0.008286352613870621	0.008286352613870621	0.017143342336621098	0.017143342336621098	0.017143342336621098	0.0028064964629564678	0.0039399249094698606	0.0039399249094698606	0.11045642070451016	0.0005809058426131845	0.0005809058426131845	0.020992478046758026	0.020992478046758026	0.020992478046758026	0.020992478046758026	0.020992478046758026	0.020992478046758026	0.01466862141351911	0.01466862141351911	0.01466862141351911	0.012779062292556936	0.007647560938031628	0.007647560938031628	0.002444875725337162	0.16234029927697918	0.16234029927697918	0.012866017661525947	0.012866017661525947	0.012866017661525947	0.012866017661525947	0.012866017661525947	0.012866017661525947	0.02505711123528054	0.02505711123528054	0.02505711123528054	0.004381912738290978	0.005493827388685908	0.005493827388685908	0.0267825150824406
2100	0.33333827645817055	0.33333827645817055	0.041059362255933644	0.041059362255933644	0.041059362255933644	0.041059362255933644	0.041059362255933644	0.041059362255933644	0.011930626656782276	0.011930626656782276	0.011930626656782276	0.0771906852910232	0.03406315200369811	0.03406315200369811	0.8192899563528842	3.1042886480360514	3.1042886480360514	0.0076284166814709516	0.0076284166814709516	0.0076284166814709516	0.0076284166814709516	0.0076284166814709516	0.0076284166814709516	0.02424145028443843	0.02424145028443843	0.02424145028443843	0.004059035167921055	0.0019110265996729403	0.0019110265996729403	0.09104697274982554	0.0006141374956381567	0.0006141374956381567	0.018210919147769695	0.018210919147769695	0.018210919147769695	0.018210919147769695	0.018210919147769695	0.018210919147769695	0.013998786390811778	0.013998786390811778	0.013998786390811778	0.01398376993888894	0.006483300008304714	0.006483300008304714	0.002968172929084092	0.3838634714518641	0.3838634714518641	0.016981408323045316	0.016981408323045316	0.016981408323045316	0.016981408323045316	0.016981408323045316	0.016981408323045316	0.02505711123528054	0.02505711123528054	0.02505711123528054	0.004716641705118129	0.002685592354771226	0.002685592354771226	0.04262969470857359
2200	0.18718318214706225	0.18718318214706225	0.04475835129830192	0.04475835129830192	0.04475835129830192	0.04475835129830192	0.04475835129830192	0.04475835129830192	0.018182117161658316	0.018182117161658316	0.018182117161658316	0.0771906852910232	0.02631060793270238	0.02631060793270238	0.3596132480155292	5.717627197682324	5.717627197682324	0.004920206673752895	0.004920206673752895	0.004920206673752895	0.004920206673752895	0.004920206673752895	0.004920206673752895	0.015518183451724267	0.015518183451724267	0.015518183451724267	0.0028386386367402314	0.0021473095834262626	0.0021473095834262626	0.06427447353398605	0.0005504704487531498	0.0005504704487531498	0.018210919147769695	0.018210919147769695	0.018210919147769695	0.018210919147769695	0.018210919147769695	0.018210919147769695	0.02016230400066625	0.02016230400066625	0.02016230400066625	0.010137048124354578	0.00616282684071142	0.00616282684071142	0.0009774402741448125	0.5243111158856024	0.5243111158856024	0.01676498696651068	0.01676498696651068	0.01676498696651068	0.01676498696651068	0.01676498696651068	0.01676498696651068	0.027600821265156728	0.027600821265156728	0.027600821265156728	0.005278358676131208	0.0017206667785246584	0.0017206667785246584	0.006470802038763058
2300	0.1312367306275071	0.1312367306275071	0.04475835129830192	0.04475835129830192	0.04475835129830192	0.04475835129830192	0.04475835129830192	0.04475835129830192	0.01695524206825961	0.01695524206825961	0.01695524206825961	0.0771906852910232	0.04380528106002223	0.04380528106002223	0.11941935832464744	5.456684716587219	5.456684716587219	0.006147805103601363	0.006147805103601363	0.006147805103601363	0.006147805103601363	0.006147805103601363	0.006147805103601363	0.01944144815321475	0.01944144815321475	0.01944144815321475	0.0019585179882468835	0.006117465740625308	0.006117465740625308	0.07739222113044855	0.0003880334488447904	0.0003880334488447904	0.015589378505908701	0.015589378505908701	0.015589378505908701	0.015589378505908701	0.015589378505908701	0.015589378505908701	0.015196647675613038	0.015196647675613038	0.015196647675613038	0.012169870371722626	0.0032194876417925454	0.0032194876417925454	0.00048439124712306683	0.8032407492559946	0.8032407492559946	0.014900944094746977	0.014900944094746977	0.014900944094746977	0.014900944094746977	0.014900944094746977	0.014900944094746977	0.02729904720982556	0.02729904720982556	0.02729904720982556	0.006661059876323021	0.003554001361830688	0.003554001361830688	0.005793867948099643
